ID_Stof,ATC_code
6c2c13c2-fd23-4457-a471-6ec18d226773,L02BG03
661cd099-07b7-456f-a1f2-005632cc13e7,C09DA01
cf83d0a9-03eb-42fe-a859-652e4fe1a6ac,C09DA01
9bd5465a-4d7a-449d-a2ac-b7994fecc716,L03AB07
64a5a276-3e2c-4593-8aa7-1e0f66e9c949,N07XX02
11caae17-53fd-45a5-833f-83c01c2b10f1,J05AF04
a2f6da99-fe6e-4def-8e0a-79e2157f90e2,M03AC11
0c05e795-0d89-440e-a9c2-0a8bbc9319e0,B05BA10
d944099d-d061-4e4d-acfa-bb520af59e40,B05BA10
94f631ce-76e2-47d6-b0fe-f16b2a394f1c,R03AL02
cd8c10a9-b16c-48bd-94cc-175b5080df08,J07BC20
148ccfd0-e8a3-46ea-8f2e-d2544d9e03c0,J05AF05
99dbf10d-8e06-4004-8f98-733895d5ba8b,N05AH03
4cd1d951-9afd-4cf0-a621-721058b8c895,B01AC16
953ff58a-eacf-4e62-9eb7-8da00f6fd8b0,N06AB03
2b367972-3a59-440b-96d2-3f156814dda3,N01BB09
51071015-7506-46a2-a932-e7f58d9d6cda,A10AB01
51071015-7506-46a2-a932-e7f58d9d6cda,A10AC01
51071015-7506-46a2-a932-e7f58d9d6cda,A10AD01
ff152fa9-5780-4cb8-9c6b-cb42cb457feb,L01XX17
b9fb535d-1b73-43c3-9b3c-8301109d47f4,N04BC06
dc95b11e-6762-442a-94c7-22b4dc5f843a,J05AE02
79f64bd3-c2df-4970-a672-6038cc2bb5f1,N04BX01
69db94bf-d5a6-43dc-87c4-08542dec92ed,J04AK02
d944099d-d061-4e4d-acfa-bb520af59e40,A12AX
664b4108-e522-45a4-804f-57c37c6179c5,A12AX
3d5588d0-3c6a-4183-b904-1f91113b978e,A07BA01
578f2947-6a40-47c5-9c3e-38c3deb1cec1,D07CA01
52adc2d6-73d3-4f4d-bfcc-78070d6dcb5f,N01AH06
54a4e529-f5de-434d-91bc-6fb48147c0c1,N05AE03
67eaa3ce-0634-4ed4-b593-0d4261f258d4,J05AE04
fa178729-7be7-49f9-a715-72184956f9b2,C09CA04
5360469e-61be-4b97-b452-5ae6352c4574,L02BG04
b81c3268-0bec-4e28-95ea-a9411ae4f4f6,C08CA13
885e87d9-29c0-47b0-b47e-781073e64dea,R01AD05
5efd1a16-e115-42c9-9cfc-b5c4ed5480c1,M05BA06
7c063b9b-165e-43f2-b89d-c31163a95af0,A08AB01
f95e1a75-86c8-4f07-aac9-f40b5bd8a375,N06AX16
bff4cf68-41d0-4aba-8cd2-6a81eb6ceb0e,A06AD65
d1cafe73-e2a1-47d3-a6ec-cca034b6064d,C10AA05
3bbf29e6-dfff-4960-a6b1-5fc9fdcb389e,J05AG01
de671a29-9e33-4672-8f22-59b7dbf3efff,N04BX02
d2f5ea95-7d5c-4596-bae3-4e8ce1a2be37,N03AF02
516b9ae6-da4c-4558-88b1-2b21097c1c7f,N05AL05
6b78a77c-f8e9-433c-9e27-a6ddd95904e8,B01AC04
ed3b4419-604a-41f5-a926-dc84f318e8cd,L04AC01
a41e0932-d495-433e-b78a-41def0e63f49,A02BC01
8c3dce2a-6539-4fad-acf9-ba913b2c697a,L01XC02
500a86ef-dad8-4119-8c8c-074dcb0df3af,V08AB07
8a959d3e-35ba-438d-b5e5-5ab5c3cfba2b,N06DA02
fe69b967-5bc1-40d3-9b53-bb67412ac8ac,N02CC03
fb43c2d2-9b8f-46f9-84cf-f15239fd1dff,A10BX02
0f5d910c-5770-4aa2-b6c1-8638b1b07f22,G03XC01
148ccfd0-e8a3-46ea-8f2e-d2544d9e03c0,J05AR01
a972ce48-9b16-4165-b190-b0230f0f75fd,J05AR01
451546b4-50c3-45da-bee1-9e46f3dcfb1e,R01AD09
e2c7121e-4d4e-4a4f-a873-a32ea5f9cda7,N06DA03
6ffed40b-fbad-4c7f-a9ce-a4bd88668338,M02AA13
a588a4ec-ee24-4ce7-85b0-0b11ee5b8b44,R06AX26
e2114941-09a8-4555-ac3c-3ad5784db456,L01CD01
ad3fb275-1d7d-4b41-bbcf-9f1d63f97d71,C09CA06
fa0ca8f3-2d6d-4f3f-8c89-ef21d2ad742a,N06AX18
0b1f5599-14d6-4d14-a32f-46c8ee221ba6,L01AX04
a134e6fb-8c2a-4829-a182-60c11780fd04,J01DC02
2d2dd6ca-3296-4286-9b0a-8ea782395972,D09AB01
18fcdf73-8232-4e37-8ad5-7913a9f2fa39,S01ED51
6c5da26b-cc80-4176-84f9-f4565ffd0cbb,R01AD11
42d9fdc5-85f8-4e2b-9d3f-f5a980a58f3c,C09CA07
8493a318-60c3-40dc-b544-6ef8c5ad4462,G04BE03
72a7546b-4223-4b65-8653-e83c8b710170,L04AC02
6bce731a-fe83-489f-9071-01fb52086e72,A02BC02
39f0b0a4-2b6c-4de9-93a2-c1ac936239be,R03DC03
e62fe614-239e-49c3-b3f8-3d845b21af4c,N02AA51
a5af8b38-b3e5-4304-a529-18ba458a7ff3,N02AA51
b9517c58-399b-4d9c-879f-4951243dc872,C09DA03
cf83d0a9-03eb-42fe-a859-652e4fe1a6ac,C09DA03
2bb4d289-6442-4981-97ca-bcda3dbba8c4,P01BB51
0d045cec-4a8c-43fc-b6ad-76c5b3630e32,P01BB51
d5549818-ab35-4505-a76d-cbbc5e6be0d4,L01XA01
151e0ab4-bac0-4c52-8c01-be2047302437,V03AF03
34d8e9c4-a54e-49a6-81d4-9f7536ce2435,N01BB58
a58ba1cc-63d6-4d67-aa37-71e7f7ef63e8,C09AA03
fa178729-7be7-49f9-a715-72184956f9b2,C09DA04
cf83d0a9-03eb-42fe-a859-652e4fe1a6ac,C09DA04
d00cc962-398b-4bbb-b2c5-a71599a2fd70,A07EC04
51071015-7506-46a2-a932-e7f58d9d6cda,A10AD04
d4b98e18-7ba7-41fe-ab99-9e6d56891d81,N01AX14
19afb075-66eb-415c-93e2-1f1ad02181d9,N07BC01
26e6c470-56e0-4750-b665-f0f38732d37a,R06AX27
148ccfd0-e8a3-46ea-8f2e-d2544d9e03c0,J05AR02
67092234-6f9e-4e34-9e65-ff4ecd0ebcb7,J05AG03
e56660b7-2cf6-4f88-9750-3fbf3f089298,L04AB02
89f44aff-e962-4912-be91-485b1fa3ff09,C02CA04
29e5a7d2-40d4-4003-b42b-b8ba8bb082f0,G03AC09
2a30dbda-b9a8-4c3a-84e3-8f528d786602,N03AB05
3bfa95c2-2ca2-46b2-b99f-390a471ccf4b,N02CC04
7f6fe3fe-c2f5-44ef-ada1-76bebd3fa568,L04AA13
25b3162b-8a75-47f6-b7b8-68bb031ec36f,N05BE01
5d97f416-541b-437c-84f5-36ae64e6c59b,L01AX03
c18a083c-9726-45d0-a49c-49ac4863dcca,J05AF06
0010840f-5945-45ce-be8f-3d6e7e70d908,B05BA02
5b649df4-871a-4312-8dd9-12ccd48b5482,A02BC04
f6f423e2-716a-483f-851d-473cdd5b5e77,D11AX10
7a491a33-24af-44a6-9f19-156173feb9e5,L04AA10
ad3fb275-1d7d-4b41-bbcf-9f1d63f97d71,C09DA06
cf83d0a9-03eb-42fe-a859-652e4fe1a6ac,C09DA06
b2bbb814-8a49-4b43-823c-543b12c85acb,J05AP01
72ceab1b-c635-4cc9-b42e-58ba23b555c8,N03AX14
a85aecdd-e03e-4995-bf2e-f5dec7299f3a,J05AE05
22ee605c-b258-458b-bf36-6d41dd865f2d,L01XC03
51071015-7506-46a2-a932-e7f58d9d6cda,A10AB05
29e5a7d2-40d4-4003-b42b-b8ba8bb082f0,G03AC08
d164a4e2-57d1-4567-8b48-28dd0162b5c0,R03AK06
bafebe90-5ebe-496f-a39c-5d250923ca95,L01DB07
d944099d-d061-4e4d-acfa-bb520af59e40,B05ZB
bff4cf68-41d0-4aba-8cd2-6a81eb6ceb0e,B05ZB
0c05e795-0d89-440e-a9c2-0a8bbc9319e0,B05ZB
b3b1b8be-72a6-4278-97f4-774dc85c539a,B03AC
0c05e795-0d89-440e-a9c2-0a8bbc9319e0,B05DB
d944099d-d061-4e4d-acfa-bb520af59e40,B05DB
181e5026-09d0-486b-90d3-ecc7015651e2,L04AB01
f410cda8-b14c-46e4-836b-de059e225a2e,A10BG03
f3289667-9381-4bb8-84cf-c8e971cd58b0,L01XX22
d3281e71-25d4-4ba8-9ff7-48ba20b7af27,L03AB05
51071015-7506-46a2-a932-e7f58d9d6cda,A10AD05
cf83d0a9-03eb-42fe-a859-652e4fe1a6ac,C09BA01
177b3f1d-e033-4714-bd7f-c40420eb18a0,C09BA01
51071015-7506-46a2-a932-e7f58d9d6cda,A10AE04
398ac252-97e1-4dd0-bfb8-eea9771c18cc,G03XB01
29e5a7d2-40d4-4003-b42b-b8ba8bb082f0,G03AA13
f9981f1b-23a2-4ee1-9af7-f18f9a99ae66,G03AA13
a0715006-b90a-4ded-8b0c-202562928894,L01BC06
373b728f-130f-475a-a3a8-2f2dc8f8a449,J01MA02
b300aae7-7a56-47dd-aea0-3e3eaa02e988,S02CA03
373b728f-130f-475a-a3a8-2f2dc8f8a449,S02CA03
eba9c688-9e34-49f1-b0ce-91ea682634fb,B05BA10
06cee6f2-f0c9-47bc-9b8c-90e1fc7933ea,L02BG06
8fa8d0e8-689d-4d4e-be15-6f5911743ca8,J01MA14
218611f8-649d-4b7d-9464-6e930a58c3dd,N06AG02
d1808441-67a1-4217-85aa-16a76c7b09d8,B03XA02
acab0bc3-cf91-481c-959d-b2d43c86d7f9,N05CD08
c18a083c-9726-45d0-a49c-49ac4863dcca,J05AR04
a972ce48-9b16-4165-b190-b0230f0f75fd,J05AR04
148ccfd0-e8a3-46ea-8f2e-d2544d9e03c0,J05AR04
f78c453e-ce52-4039-b92d-ca652864f8ef,M01AH01
1b5018e1-8cc7-462b-a64c-185256272136,L01DB03
12871625-9354-4c58-a6b6-c9bf226032f2,L01XX25
af334898-0035-4718-a9f7-cad8679cd39b,G04BD09
29e5a7d2-40d4-4003-b42b-b8ba8bb082f0,G03FA12
f9981f1b-23a2-4ee1-9af7-f18f9a99ae66,G03FA12
efc78ba8-f08e-4f4f-a3c9-a5dd05600d74,N06AX12
2cff2f35-11f1-410b-b114-1a200a39706a,J01FA15
885e87d9-29c0-47b0-b47e-781073e64dea,R03AK07
b98d20f3-258b-43e9-8d66-ad5b33823aa7,R03AK07
dcfb1251-e0d4-42c1-81f9-b5e0a79cb550,D10BA01
fd7e63e9-9d98-40e4-b8ec-25825798d5e7,A02BC05
7cd9e7bf-a8fc-48ab-97ba-c6e1ccf2a9e8,N02CC05
c1350283-647f-41bd-9952-74d3bd009698,V03AE02
315b2672-785a-4904-bc7a-6745ef736e7b,L02BB03
33071c6d-9420-4a55-bbd5-714d4599b68f,N06DA04
80a3cece-483c-4412-99e8-c6afe634dfe7,G03AA12
f9981f1b-23a2-4ee1-9af7-f18f9a99ae66,G03AA12
1cc48323-1505-4d60-b9bd-1a650965e5b7,D05AX52
a0149ab7-6ce3-4d7a-b171-4d252253e106,D11AH01
9c8d38fd-1f74-4e89-baaf-42ce2197f451,N06DX01
0c35a555-0a8d-4094-a941-542aa68d096d,A10BB09
0c05e795-0d89-440e-a9c2-0a8bbc9319e0,A02AA04
deb3b581-5091-42d2-b212-6b92963e0b40,M05BA04
b3b1b8be-72a6-4278-97f4-774dc85c539a,B05XX
2d2dd6ca-3296-4286-9b0a-8ea782395972,B05XX
151e0ab4-bac0-4c52-8c01-be2047302437,A11E
1e84990a-5caa-4b04-91bc-7b4b001bd1a8,A11E
d04f0771-d721-4b74-afcc-38b471ac9dfa,A11E
95ebd9bb-2d6d-4297-b4b4-ec2b95ef8eae,A11E
9c7406e1-4d77-46f8-9c95-80b26a8a6c24,N04BC07
b076a351-28d7-44fe-b304-0c61e1a52f75,J05AR10
44c74ca3-2d06-4f98-9271-43b9c3ec6598,J05AR10
82d7692c-0dd9-4e76-bce0-f047a3a5e11f,C07AB07
f6b0f615-a6ed-4029-8ad1-65b2b33cbe57,J02AX04
c5054bea-f37f-406e-818c-4a86a38b4a32,L01AA03
395957ce-5de2-47c3-b144-247df4088046,N03AX12
c0292c97-5e9f-4261-904d-5f83d4c81ed4,J02AC03
26fceb69-6d9f-47b0-90b8-57af69f907f4,C10AA02
3cb795c6-9d5c-467a-9c94-b09f4c8bafe6,J01DH03
373b728f-130f-475a-a3a8-2f2dc8f8a449,S02AA15
16e0e1e3-8b87-4e7d-8dd9-d3a17a65ad8d,N02CC06
fb1edde0-4a8f-4351-a94a-776cf0c39b84,J01XX08
eba3344c-2539-44a3-80e1-3f72226ee65b,N05AH04
c03d3d70-4590-4ba5-b8f6-9a77f71ee097,J05AH02
120cdbaa-d2d6-4b44-9c7c-8a5e36c4f5c2,B01AX05
54a852fc-5db5-4da8-bb69-cbaa1e0bcbb1,C02KX01
f9981f1b-23a2-4ee1-9af7-f18f9a99ae66,G02BB01
29e5a7d2-40d4-4003-b42b-b8ba8bb082f0,G02BB01
b2718221-bc45-459b-b9fa-c9b0c95f4b6a,A10BA02
96ac2bd5-2ce2-4fbe-9efe-11f95d9079fa,G04BD07
cf83d0a9-03eb-42fe-a859-652e4fe1a6ac,C09DA07
42d9fdc5-85f8-4e2b-9d3f-f5a980a58f3c,C09DA07
4d272220-bcbe-482f-b4db-bee95345a821,J01CE01
b5d3e047-48e2-48b6-88e8-95011cf6b30d,L01XE01
02ca106d-74e4-4455-aef8-668c5b879a33,J05AF07
db77ba3d-b7c3-46d1-9d74-5b4127f8c07e,L01BB05
151e0ab4-bac0-4c52-8c01-be2047302437,B05XC
664b4108-e522-45a4-804f-57c37c6179c5,B05XC
e36800c7-f09a-406f-8f7f-cf189da40eb8,G04BE08
b9517c58-399b-4d9c-879f-4951243dc872,C09CA03
a17dc782-462e-42c5-b0ea-09a3dce57cfa,N06AX11
451546b4-50c3-45da-bee1-9e46f3dcfb1e,R03BA07
9ee14e99-7974-4dc9-b363-619504900570,C07AG02
5fe77283-249f-4484-929c-1018e2b46f79,N05AE04
bff4cf68-41d0-4aba-8cd2-6a81eb6ceb0e,B05DB
57351f8a-8bf3-44af-b0b3-4b6b2a43beb4,S01AE05
cf83d0a9-03eb-42fe-a859-652e4fe1a6ac,C09BA05
cce69fc0-a507-4512-a283-76d7ae21091b,C09BA05
b3b1b8be-72a6-4278-97f4-774dc85c539a,B03AA01
c910a252-c290-4730-a4c3-4020ca18d9e0,J05AB14
1f9954c6-5abd-4874-bc99-d32ca64988e3,N05AX12
01be99e4-bbe8-4c8f-b29e-a54b10bbe84c,M01AC06
201f4eb2-4634-4e22-b3a8-1133a9107e4b,N06AB10
29d2dc35-4888-48ad-9ee9-f9bde983b4c7,G04BE09
793aa879-393c-4915-98ea-fa3d70811c43,G03BA03
26377d8a-7fa0-4f91-a0a7-02859b1b827e,M01AH05
cd8c10a9-b16c-48bd-94cc-175b5080df08,J07CA10
35a3c034-180d-4938-9e6e-0540788e3f91,J05AF08
1e41cd40-45ec-4717-8f1e-a04931ac3c2c,L01AB01
6d38bdd9-6857-4eee-a1a8-693b6f7f2d79,J05AE08
fb403ac2-e266-48f4-b0cb-46c2492d4989,C07AB12
a58ba1cc-63d6-4d67-aa37-71e7f7ef63e8,C09BA03
cf83d0a9-03eb-42fe-a859-652e4fe1a6ac,C09BA03
c01f3465-265d-41d5-b606-b86cdcf806cb,S01AA12
2c788247-e436-4f71-8f6a-93d8e0c84bdc,L01BB04
d944099d-d061-4e4d-acfa-bb520af59e40,B02BC30
65ddb973-247e-4cff-818c-41cccb3759de,C10AC04
41514bd8-72e9-4cd5-a9b1-3a203d0c8b7b,N04BA03
de671a29-9e33-4672-8f22-59b7dbf3efff,N04BA03
f7952ceb-d886-4aa1-9698-87ff9035fa0e,N04BA03
35ae996e-2483-417c-a4f7-545ac22afc1d,J05AX07
4f17e4b6-edff-4fa6-8d4b-bbd5777e1c73,C10AX09
51071015-7506-46a2-a932-e7f58d9d6cda,A10AE05
3b591d99-c9b7-4cad-83fd-1d913df25aae,J04AM02
ec5f6e8c-402e-4d33-aca5-1a98bdd43c48,J04AM02
69db94bf-d5a6-43dc-87c4-08542dec92ed,J04AM06
2a7b1c71-b82a-482d-a378-c0b8ffe5fc4f,J04AM06
3b591d99-c9b7-4cad-83fd-1d913df25aae,J04AM06
ec5f6e8c-402e-4d33-aca5-1a98bdd43c48,J04AM06
df32405b-e556-4118-ba09-37be09349d68,D11AX18
ba3f130f-5411-4db8-9b8e-e13d9c19e2b5,L01XX23
072acdd9-d59f-4bce-bc1d-31cfab54f76c,C09CA08
5cf3f721-bd93-4b7a-be6a-15bde4524295,C10AA07
0f0401c5-4542-448b-81e1-8ae00e5e15bd,A04AD12
df32405b-e556-4118-ba09-37be09349d68,M02AA15
1e61eeab-4692-4c8e-85c4-8c31ffa01862,J05AF09
ba64de9d-66f9-408c-b257-92b1577be169,J01XD01
6df3d307-baf8-4eb9-9ee7-e49219a1a675,J05AE07
5b803a41-43a1-42ac-a19d-cbd66e4b402f,C10AA03
64c413f5-6f9a-4872-a352-bf90a7add35a,N06AX21
80d4b92f-7ef1-4828-a6e0-307d0dd20020,L01XX32
b8de49f2-0d59-4ad2-a8ee-3fbfe1fe807b,M01AX05
75409046-8c7f-4d30-890c-e1f8c141b109,N03AX16
f9981f1b-23a2-4ee1-9af7-f18f9a99ae66,G03FA17
80a3cece-483c-4412-99e8-c6afe634dfe7,G03FA17
2d2dd6ca-3296-4286-9b0a-8ea782395972,A16AX05
51071015-7506-46a2-a932-e7f58d9d6cda,A10AB06
fc0f8c93-277b-4b17-986f-3825947d37f4,J07CA02
6ffed40b-fbad-4c7f-a9ce-a4bd88668338,C01EB16
22e3729a-4027-4c32-b954-37ec3b2ffe4a,H03BB02
cef3f9c3-c09f-45fa-91f1-99948fc3a007,L01BA04
10d985c3-1e90-492f-96cc-9e207b1462b4,R02AD
e6b8d913-79b7-4792-9896-813cd313cec9,A04AA05
06eb5a40-5fab-45a9-9f60-16d8859705ca,L04AA18
7d2dd81d-7383-4acd-8895-630891e702fc,L04AA06
ea5e61a5-13cc-453d-b6f2-b52daf373975,A02BC03
ad55b2a4-58e7-487c-8706-31a878ca9989,H05BX01
71bacd4d-f5d4-4e0c-8585-7fdc8a6862e0,N04BD02
3c3fb59d-ed88-455e-9fd3-e87dc7c456a3,L01XA02
2207e172-5482-4d53-8d0f-83b29ce1b27f,N03AX15
d5bb9a09-bb91-4d77-9973-64f1b44616c4,L01XC07
c18a083c-9726-45d0-a49c-49ac4863dcca,J05AR02
efa45788-db48-42ff-842c-40afc72196a8,G04BD08
b6c71aa8-96a4-4d52-a46b-0a525d4fbfab,N07XX04
1e61eeab-4692-4c8e-85c4-8c31ffa01862,J05AR03
02ca106d-74e4-4455-aef8-668c5b879a33,J05AR03
e357f60f-8a56-4ae8-9d1d-bf219f808f97,C03DA04
4f17e4b6-edff-4fa6-8d4b-bbd5777e1c73,C10BA02
d955c2f4-48e1-4b1a-84a0-8f30ec8e08d8,C10BA02
079b53f3-3bfa-46d7-a0f6-aaa5f5f3ead8,C01EB17
91cae013-70fe-4a4c-a101-8ca87e11e709,V04CX
fe0443e1-916e-4216-8139-e6f41c48a551,D10AF51
c57243af-d3b6-4821-a1b0-e6b3c27d243a,J02AC04
d94f04d3-5291-4054-9513-c88c981b92af,D01BA02
79324632-18db-43d6-84f2-3f60b4bb9759,L01XE03
af605a9b-a091-478c-929a-f9f12234870e,J05AE01
deb3b581-5091-42d2-b212-6b92963e0b40,M05BB03
664b4108-e522-45a4-804f-57c37c6179c5,M05BB03
bc99d3a6-9721-48cb-995c-ac24284be727,J05AF10
7d033f8d-7ae0-48e9-b9a5-badaaf1d04bd,S01CA01
3707f20f-d769-4dd0-9f8b-6a8e74bb8eb6,S01CA01
3d61330c-4a01-49cd-9688-c9dce64bbc6b,N04BC09
ba9ad871-33d6-4fb4-88bc-6e006d08888a,V03AE03
c83ddc96-9baf-4619-be65-c8d4df888db3,J07BB01
91382203-8e34-47a0-ab6d-88a9ff01098b,J05AE09
66bce4ba-3b98-44bf-b2e5-124e7c4cd8f6,C09AA04
0f68f79a-5dd3-4a70-befc-d2f194f6e8fe,J01XX09
c4586742-dfd7-4839-95a9-7e462e71fe55,J01AA12
3fe607f5-586d-4f55-8020-5be10820c97e,B05BA10
2d2dd6ca-3296-4286-9b0a-8ea782395972,B05BA10
29e5a7d2-40d4-4003-b42b-b8ba8bb082f0,G03AD01
030a8d72-9665-4b48-aa5a-e1600e7b01fb,B01AE03
08360231-141b-45e1-a85b-ea733e28fa6e,N07BB04
b2718221-bc45-459b-b9fa-c9b0c95f4b6a,A10BD05
f410cda8-b14c-46e4-836b-de059e225a2e,A10BD05
c01f3465-265d-41d5-b606-b86cdcf806cb,S01CA01
40f47258-b501-43c6-b38b-d4308eddeb31,B01AC21
8d64aa33-6df8-4df5-b9cb-656393cf2917,N03AF03
3e9b116d-74c1-4318-b4eb-611c3dbfce2d,V03AC03
f64ba3bc-aecd-4134-84fd-2335d648d2c9,N03AX17
f4435e99-1d04-42a5-889f-012e581179fc,N06BA09
cf83d0a9-03eb-42fe-a859-652e4fe1a6ac,C09DA08
072acdd9-d59f-4bce-bc1d-31cfab54f76c,C09DA08
2ed26622-3afd-4f68-a78e-8c00331fb92b,L01XE04
f410cda8-b14c-46e4-836b-de059e225a2e,A10BD06
53a83163-9f23-4aa2-a1c7-f96a0cebe842,A10BD06
092a9f3d-5919-4d21-814d-3d1b2e3faca2,B01AC30
ee5a080e-c395-464b-a1a6-b7eab3268ed6,B01AC30
5203483b-8991-4507-ba22-c7f290fbde99,C05AE01
19f328d0-0e94-456d-842b-a3473e1ecfaa,L01XE05
8fd95ece-99cf-4ea5-88b2-dcc69c0a5a39,N07BA03
3c5cc4e7-8552-48af-9d87-e7f3c3276d22,N05CH01
15cb7640-0bad-4131-bf11-7d301ec830c2,N07BC51
19afb075-66eb-415c-93e2-1f1ad02181d9,N07BC51
a76edad9-8b65-4f48-aa09-a12511d5894f,A10BJ01
0c05e795-0d89-440e-a9c2-0a8bbc9319e0,B05AA07
e32acbfe-a32c-470c-be38-320c70f4ef9f,L03AX
888d6649-cf7f-4103-9d37-467f6b390186,L01XE06
2b01a4f4-ac85-4c6e-8c96-137e8fbcc643,C09DB01
b9517c58-399b-4d9c-879f-4951243dc872,C09DB01
be4510d0-0e60-4408-a71d-ca760c1d410f,J05AE10
66bce4ba-3b98-44bf-b2e5-124e7c4cd8f6,C09BA04
d105c65c-2dc2-4c14-8267-4ee65ebfcfc5,S01FA56
ee551ea1-c1f7-4f2c-86f3-6f47374a0d4a,J05AF11
d762d70f-359a-4277-8872-ac102ed7bbdc,A04AA02
b18d2800-80f9-4fa4-ab37-400d48d0ad94,J05AB11
48915dd4-6c1c-4d87-98f0-4c53c98bfa4a,L04AX04
6f022b8c-9004-4547-9b0a-630617e86f0f,A10BH01
332d92e7-a6c3-490e-adde-101844359837,L01XC06
d9b0db2a-a277-4b9f-9dbc-5370ccb1767b,G04BD11
898dbfc1-ea9c-4ebc-85f9-3cbff90befb1,A07DA53
692362c2-2861-4c35-ab35-69747ba9ce71,L01XA03
39a44393-3183-444f-85db-17af7683500f,A06AD
0fbef317-abae-40d4-a8d7-be903ef5c6d6,N05AX13
4764a6b5-fe24-422d-a8d6-4faac9161b36,L01XC08
b270d75e-3dae-49c3-9a0b-aa2e42101f39,J02AX05
f6f423e2-716a-483f-851d-473cdd5b5e77,G04CB01
e6b61071-836a-4d24-84be-4047250ffe16,L01CX01
f8c5865d-be20-4913-95ea-31decf6dc853,C10AA04
26e6c470-56e0-4750-b665-f0f38732d37a,R01BA52
e6a1d225-a2e5-4a14-b580-90855ea73b26,C07AB09
afa7a42a-4ff5-48d4-a1b6-d44f82706f58,A10BH02
d164a4e2-57d1-4567-8b48-28dd0162b5c0,R01AD12
b6cdb3a5-331a-42b6-b848-c630a0ca270a,J02AX06
c40c44d5-033b-48d4-b5e5-da76f7d13a0b,C09XA02
b09d0867-2d28-4791-ad79-4f8a29d92456,M04AA03
9901c681-3481-4968-9c07-26bc6fe433f1,L01XE08
49c5efcb-4a21-4e37-9c45-c4fa5472457a,L01XX19
67092234-6f9e-4e34-9e65-ff4ecd0ebcb7,J05AR06
02ca106d-74e4-4455-aef8-668c5b879a33,J05AR06
1e61eeab-4692-4c8e-85c4-8c31ffa01862,J05AR06
94697038-96d7-4453-bbce-5facec9be377,L01XE07
7bf66913-cdd5-4150-b340-6a54696ddd29,L03AX14
0146921b-d967-4b4c-b592-b90437c9fd9c,M09AX01
2100030c-41be-494f-a889-bafe0f19656c,L01XE09
21cd9e2a-7a39-49d7-8f0c-a0c357fd2cf0,N04BC04
fcc24bcd-115d-432a-9073-62f9fd1e7f78,N07CA52
15cb7640-0bad-4131-bf11-7d301ec830c2,V03AB15
d04f0771-d721-4b74-afcc-38b471ac9dfa,V03AB33
ab4e9713-9f4b-4137-a9f5-dc4febfa7b6e,J05AX09
14d93ba1-a10b-4c21-9506-7624efa4f9db,L03AX15
8a594fce-913b-4f7b-b8b6-51b390458487,L01BC05
04274791-04cd-4610-80a6-2b44ce5533b1,B01AE07
b2718221-bc45-459b-b9fa-c9b0c95f4b6a,A10BD08
afa7a42a-4ff5-48d4-a1b6-d44f82706f58,A10BD08
fb403ac2-e266-48f4-b0cb-46c2492d4989,C07BB12
cf83d0a9-03eb-42fe-a859-652e4fe1a6ac,C07BB12
bc08ea38-8d22-4186-8403-d78e24817e42,L04AX02
2167dbb1-9c86-4e7b-a586-88ccb4268496,A06AB58
699e4db8-cda4-49b8-8697-6cd9510b644a,C02KX02
66bce4ba-3b98-44bf-b2e5-124e7c4cd8f6,C09BB04
2b01a4f4-ac85-4c6e-8c96-137e8fbcc643,C09BB04
b2718221-bc45-459b-b9fa-c9b0c95f4b6a,A10BD07
6f022b8c-9004-4547-9b0a-630617e86f0f,A10BD07
8855f8a4-d87d-454c-9ada-fb5a733bed99,J05AX08
fe515ecf-d57b-412d-ac0f-f7d2ce2e1263,N03AX18
68af90ed-489e-4161-a305-ff4d512e3860,V03AB35
42832750-d2b9-4f07-9484-cda1a7b2fef4,J05AG04
f3289667-9381-4bb8-84cf-c8e971cd58b0,D11AH04
2b01a4f4-ac85-4c6e-8c96-137e8fbcc643,C09DB02
072acdd9-d59f-4bce-bc1d-31cfab54f76c,C09DB02
152288d0-cf9d-4c85-aa30-dff4c2952766,N06AX22
b81c3268-0bec-4e28-95ea-a9411ae4f4f6,C09BB02
d9246271-9790-42df-a26e-0aa9cbc7755f,C09BB02
e6ccc9cc-7145-4c0d-9e41-c910700b2809,N02CC02
b98d20f3-258b-43e9-8d66-ad5b33823aa7,R03AK08
c8d70187-3a26-4aeb-a9c8-d29e70d34f6a,R03AK08
df6c2fe3-4db7-4073-8aee-32c0428b5db6,R02AX01
29e5a7d2-40d4-4003-b42b-b8ba8bb082f0,G03AB08
f9981f1b-23a2-4ee1-9af7-f18f9a99ae66,G03AB08
6d764942-3b72-4b30-bbf5-2a6c3fd68af5,J01XA01
5db18298-e57e-4c2a-87e2-6100ffbed148,B01AF01
10d985c3-1e90-492f-96cc-9e207b1462b4,R05CB06
f62a18c2-a955-4658-8712-869ff105038f,L04AC05
cf83d0a9-03eb-42fe-a859-652e4fe1a6ac,C09XA52
c40c44d5-033b-48d4-b5e5-da76f7d13a0b,C09XA52
06b834f4-8972-4c93-b99e-4ecba70b5839,L04AC07
cf77f8ec-98e4-46b5-9474-982c9882f9fd,B01AC22
8fa8d0e8-689d-4d4e-be15-6f5911743ca8,S01AE07
5cc82f85-57ee-479b-aa95-5bbc1308e5e3,N03AF04
3583c280-8949-4cea-afce-e1f76dde7607,C03XA01
5a1a7c78-40e3-465e-9fac-10da9ce13400,L01CA05
c811a29e-74c7-447d-b34a-a74cc6a49274,L04AB06
