ID_Niveau2,ID_Niveau3,ID_Dokumentationsgrad,ID_KliniskBetydning,ID_Rekommandation,Tekst,Rekommandationstekst,ID_Stof1,ID_Stof2
b843f253-574e-464f-b26d-fd2ca285733c,3031f334-4c17-4f63-9eac-0144a5e51c5d,b48e6db7-5677-466a-8cd9-d6e22e14ad62,a4cd5cc6-1e1b-4a0d-8387-8b545b6b8f0a,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),5779724e-ea9b-499e-8428-367e2e2f4783,acab0bc3-cf91-481c-959d-b2d43c86d7f9
99c4393f-31e3-4a19-8b48-7209e5dd6223,b7a5bb7e-53ae-448c-8396-014ed489d216,b48e6db7-5677-466a-8cd9-d6e22e14ad62,590ec310-501f-4954-bd7b-7a4ae556afa9,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),e88e13ef-12d1-4102-bb0b-6c542eaa9dbc,c186d259-0ae0-4daf-ba77-c23b34a659a9
cbf7f887-7571-4729-9914-281b4fb2eece,53a85304-3f2e-4883-9d2d-01579c84b535,d140beab-7347-497f-bffb-72a01293e761,93982a2f-f01c-4e7c-8c17-4cd9a899edc6,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),d28b250f-17f3-464f-abc8-e1867b2b00df,5cf3f721-bd93-4b7a-be6a-15bde4524295
73209c76-02d7-42c3-9cb6-5412b44f4105,cb402a68-9a3d-462d-9bc8-016a0ab9c96b,dd95e393-e0b4-451f-a3f0-cb16d78efe8a,1376daa2-f6fe-4e7a-8014-3d20d20f1598,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),1f9954c6-5abd-4874-bc99-d32ca64988e3,5e655c1b-ecb1-4bec-bbe9-8e526c4b8124
3d705935-c87b-4c46-b528-77e6d16a9b35,616393a3-5ba1-4055-8200-017cbbf3cc78,eb736cfc-dabc-4c1d-ac47-adad8e2925ea,3d464ee6-31c4-4054-a9f6-c65e56ae4cfd,6d21864f-ed3e-46ad-85d5-bdfad11595c9,list(NULL),list(NULL),4d73edf9-dd72-47d5-8c13-a953f5062997,ec5f6e8c-402e-4d33-aca5-1a98bdd43c48
b2467207-50ae-41d1-8a0c-aed9fb6962e8,923ab475-dfb3-4bbe-a28b-01812d370f3f,b48e6db7-5677-466a-8cd9-d6e22e14ad62,3d464ee6-31c4-4054-a9f6-c65e56ae4cfd,bc9cf340-f84b-4481-8412-62b1f193a7a7,list(NULL),list(NULL),4cd03dc5-178a-4b07-8f9e-fa9f2521e12e,07784150-424f-40d5-93af-69225151844b
b0772b41-0042-4b21-9667-395f0e72bd73,a3822310-8b43-40c1-9601-01a1dc8d278d,d140beab-7347-497f-bffb-72a01293e761,93982a2f-f01c-4e7c-8c17-4cd9a899edc6,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),b81e0811-0ba5-483c-9106-4c8ff1925d38,429d2ab4-bc0f-4fe4-ad40-b2a16e874bc6
3928c922-9533-40de-9688-bd7ef3f1447b,b0935e9b-ab44-476c-8854-01a6c3117691,b48e6db7-5677-466a-8cd9-d6e22e14ad62,93982a2f-f01c-4e7c-8c17-4cd9a899edc6,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),0c8adc0c-72f3-43fc-ac6b-4fd6982b66b7,fcc24bcd-115d-432a-9073-62f9fd1e7f78
a47e9e4f-2013-4f02-ab14-4e4fb1492f03,a9b27f25-db57-492f-af56-01a770253488,eb736cfc-dabc-4c1d-ac47-adad8e2925ea,3d464ee6-31c4-4054-a9f6-c65e56ae4cfd,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),4fc59874-0db7-4e89-b202-ee891c14e993,19afb075-66eb-415c-93e2-1f1ad02181d9
f43cd7d6-1210-49d6-a131-47e4c5a6348c,03a2dcfb-8ad1-4cea-8769-01b0d5ecc4a4,b48e6db7-5677-466a-8cd9-d6e22e14ad62,a4cd5cc6-1e1b-4a0d-8387-8b545b6b8f0a,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),b14df7e3-8c94-449d-bfea-8e528af6e2d5,787cc134-0e07-42d9-94f4-0ccc5012e6d9
8597effb-53f8-4c1d-a055-2de991e4a863,027943ed-1bc0-466d-b2f9-01b552031a7d,b48e6db7-5677-466a-8cd9-d6e22e14ad62,3d464ee6-31c4-4054-a9f6-c65e56ae4cfd,126049e3-17cc-4834-9761-0a54bceee4d2,list(NULL),list(NULL),84f500aa-43f0-44a3-b6f2-b3cf47089f95,11a99914-e846-404a-acfe-d734b6b0bd3e
665a2cb6-35b5-43c9-89e6-6fca52402977,66a9dde2-c900-4f58-bc6b-01bd52701172,eb736cfc-dabc-4c1d-ac47-adad8e2925ea,3d464ee6-31c4-4054-a9f6-c65e56ae4cfd,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),073bf7a3-4721-4113-8e32-61f9a9bf417d,c5d6a0ee-4daf-41aa-a563-864321a13a4f
e102b13d-bf56-44d1-9a55-4eb3235816f4,f4442cf0-c466-4c82-bca0-01c3b41fb736,eb736cfc-dabc-4c1d-ac47-adad8e2925ea,481e8088-5b09-40d6-811b-1f4d7997a547,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),675df35f-0336-454f-9c3a-dfdb991505e7,988a6c2e-b77e-4e65-8da1-ba8f66cedf7e
689ac953-41ed-4aaa-b005-efe04bd65ee6,feb7f0dd-66c2-44f1-8cf6-01c85f47852c,b48e6db7-5677-466a-8cd9-d6e22e14ad62,590ec310-501f-4954-bd7b-7a4ae556afa9,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),1b14c13a-e1e2-4a82-beb3-c1acd5ae10b2,0acd18e5-305e-40ad-9804-3d6adef15db5
63eccc00-9ccf-4e34-be52-649204dc7fdc,c058f8d6-2ee3-47c3-9650-01cb171d2c05,b48e6db7-5677-466a-8cd9-d6e22e14ad62,481e8088-5b09-40d6-811b-1f4d7997a547,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),856397e7-768c-4a90-8323-2d77ba53066a,a972ce48-9b16-4165-b190-b0230f0f75fd
dd00d125-0e50-4bb6-8ff2-80d7e184ba7b,c231ca66-9eb6-4978-bd59-01e162e459dd,b48e6db7-5677-466a-8cd9-d6e22e14ad62,93982a2f-f01c-4e7c-8c17-4cd9a899edc6,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),3ce4692f-6b5a-4ca3-8ffb-2d97fbf9e6ba,d7d70cc3-2689-4680-a4a4-a81f7d16d3b2
1c8e6ff7-050f-4037-8f1e-b2abf058853f,4215215d-38ad-4e4b-82b1-01f335994573,b48e6db7-5677-466a-8cd9-d6e22e14ad62,1376daa2-f6fe-4e7a-8014-3d20d20f1598,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),6e6cf749-9ea1-4ad5-ad1f-6f7893dd2c1a,da341d9f-7921-43bb-8959-7759272144ff
ef7aa8f5-4cdd-4036-81c7-ec119f00a5a9,7d116511-1b13-41ec-b90b-0203bfdcc686,b48e6db7-5677-466a-8cd9-d6e22e14ad62,3d464ee6-31c4-4054-a9f6-c65e56ae4cfd,126049e3-17cc-4834-9761-0a54bceee4d2,list(NULL),list(NULL),4cd03dc5-178a-4b07-8f9e-fa9f2521e12e,84f500aa-43f0-44a3-b6f2-b3cf47089f95
30559d24-c8d0-4a56-94c6-5dd33f9e189a,20d6c7e0-2d0b-45c7-91b1-0206d50f0627,b48e6db7-5677-466a-8cd9-d6e22e14ad62,93982a2f-f01c-4e7c-8c17-4cd9a899edc6,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),d1cafe73-e2a1-47d3-a6ec-cca034b6064d,93ed2104-a44a-4e55-90ba-49e892442cdf
f43cd7d6-1210-49d6-a131-47e4c5a6348c,8d0bdb58-90c4-4dce-a24d-0206def27204,b48e6db7-5677-466a-8cd9-d6e22e14ad62,a4cd5cc6-1e1b-4a0d-8387-8b545b6b8f0a,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),b98d20f3-258b-43e9-8d66-ad5b33823aa7,a72404f6-3bcb-43cd-ae84-fef6c8e6e0cc
14fa1860-404d-481c-904d-b3f338e5a2be,a6683fd7-3da5-45a3-adc6-02164c2c41cf,d140beab-7347-497f-bffb-72a01293e761,590ec310-501f-4954-bd7b-7a4ae556afa9,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),d6459bcd-8f1d-4223-b080-37d8e77bad94,acab0bc3-cf91-481c-959d-b2d43c86d7f9
88f55978-edbb-4da3-8cdd-8fcaed4c9fc0,93e22555-e3b0-4232-b983-02242d14fe82,d140beab-7347-497f-bffb-72a01293e761,a4cd5cc6-1e1b-4a0d-8387-8b545b6b8f0a,6d21864f-ed3e-46ad-85d5-bdfad11595c9,list(NULL),list(NULL),0acd18e5-305e-40ad-9804-3d6adef15db5,40047618-e1fd-4e29-9e01-68935c6fbd18
f23cb1b4-c9ba-4789-9305-141f4ca87182,4a5dc901-54d8-4d6c-a877-0224b6d7396a,b48e6db7-5677-466a-8cd9-d6e22e14ad62,1376daa2-f6fe-4e7a-8014-3d20d20f1598,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),4ac0e6bf-1486-4fe1-9b9c-837510cd3dbd,72ceab1b-c635-4cc9-b42e-58ba23b555c8
efddd934-3360-454f-b542-e62c449be4b7,6cab12b1-6eaf-4134-ab10-024f94ef66be,eb736cfc-dabc-4c1d-ac47-adad8e2925ea,a4cd5cc6-1e1b-4a0d-8387-8b545b6b8f0a,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),0c35a555-0a8d-4094-a941-542aa68d096d,7ba511a4-89e1-4e96-a45d-5d8e36fe8731
4536c5a7-b5ee-4c43-a268-5d8fb75c327b,98deb295-09a0-49db-8cbe-02501c8b53b5,b48e6db7-5677-466a-8cd9-d6e22e14ad62,590ec310-501f-4954-bd7b-7a4ae556afa9,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),b9517c58-399b-4d9c-879f-4951243dc872,b2718221-bc45-459b-b9fa-c9b0c95f4b6a
e7c57326-b164-4bf6-ad43-4a6889f073e3,ab63510c-4500-462e-893b-0253f19fbce0,b48e6db7-5677-466a-8cd9-d6e22e14ad62,1376daa2-f6fe-4e7a-8014-3d20d20f1598,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),06b834f4-8972-4c93-b99e-4ecba70b5839,11ead913-060d-419e-8e27-c52cd1a6eded
9063b0f2-5aa3-4a43-b834-6832af039dea,64945e12-f302-4b4c-b7a0-02579b90c29c,b48e6db7-5677-466a-8cd9-d6e22e14ad62,93982a2f-f01c-4e7c-8c17-4cd9a899edc6,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),a41e0932-d495-433e-b78a-41def0e63f49,953ff58a-eacf-4e62-9eb7-8da00f6fd8b0
8bbad19e-47dd-4151-8a0d-6052550eb4fc,20080c33-efcf-423d-a2cd-027d6cdcb593,b48e6db7-5677-466a-8cd9-d6e22e14ad62,1376daa2-f6fe-4e7a-8014-3d20d20f1598,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),699e4db8-cda4-49b8-8697-6cd9510b644a,66efe5da-b2c3-429c-a55c-df6424c5f6d9
82fcc2e6-4a80-4ea5-86ba-27cec395f6fb,7b7183f2-003c-44a4-bf08-028c68089357,b48e6db7-5677-466a-8cd9-d6e22e14ad62,3d464ee6-31c4-4054-a9f6-c65e56ae4cfd,6d21864f-ed3e-46ad-85d5-bdfad11595c9,list(NULL),list(NULL),ec5f6e8c-402e-4d33-aca5-1a98bdd43c48,a0149ab7-6ce3-4d7a-b171-4d252253e106
6acab8e6-4d49-44f5-b290-6cabeeb37cd4,8eabebec-9d78-431d-a5b3-028ed28e26e0,b48e6db7-5677-466a-8cd9-d6e22e14ad62,a4cd5cc6-1e1b-4a0d-8387-8b545b6b8f0a,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),a41e0932-d495-433e-b78a-41def0e63f49,dc95b11e-6762-442a-94c7-22b4dc5f843a
e1c04352-0380-4aa8-8ff2-2ca36b381851,ea423f23-3f1b-4305-a536-02a5fa7bf018,b48e6db7-5677-466a-8cd9-d6e22e14ad62,1376daa2-f6fe-4e7a-8014-3d20d20f1598,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),0ae0abbb-3bd6-4d37-8911-6d5316753381,700cf656-849f-4a13-a10f-588ffebbb885
61eaa620-8d2c-4e34-bee8-cd4cd623bd87,b2c2233e-5add-477a-9eac-02ae2f1d9d58,dd95e393-e0b4-451f-a3f0-cb16d78efe8a,1376daa2-f6fe-4e7a-8014-3d20d20f1598,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),d49c710f-5443-4cbc-90d8-4aa1ea3f710e,ad3fb275-1d7d-4b41-bbcf-9f1d63f97d71
e870a92b-3541-4ee0-b9ed-cfa3980fd20f,4fab27e7-8d21-4d59-b648-02aed52f3c5d,eb736cfc-dabc-4c1d-ac47-adad8e2925ea,93982a2f-f01c-4e7c-8c17-4cd9a899edc6,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),edf37313-5901-47e8-94e7-f80520b4935e,0e80e585-c0f5-442f-bf39-aefd8958d87d
89912c4b-963d-4532-b11a-6442e86646f6,f89cd138-fb84-47c7-af56-02ce24f05e6e,b48e6db7-5677-466a-8cd9-d6e22e14ad62,481e8088-5b09-40d6-811b-1f4d7997a547,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),06eb5a40-5fab-45a9-9f60-16d8859705ca,21094530-e561-4758-96ce-87e8d37afd71
8907cbdd-4701-481f-a381-2b93edf07e63,6ba211e2-7458-4b9f-b513-02d872c06ea2,eb736cfc-dabc-4c1d-ac47-adad8e2925ea,93982a2f-f01c-4e7c-8c17-4cd9a899edc6,9b6e9663-332d-4283-9a24-3644205e88f5,list(NULL),list(NULL),8db80f1f-0147-448c-ab29-9cd7ab754c08,de8e96b5-a248-45db-8322-a57d7c8f823c
c094354f-5b6b-40e9-895f-9f26709eb992,3f8cb15b-bf95-4494-821a-02e209e27064,b48e6db7-5677-466a-8cd9-d6e22e14ad62,a4cd5cc6-1e1b-4a0d-8387-8b545b6b8f0a,6d21864f-ed3e-46ad-85d5-bdfad11595c9,list(NULL),list(NULL),5fc9552a-cf6b-46b3-b7ba-80d5ea08742c,a0897fd8-6899-43d3-b92a-f08e20cf5920
f993dc58-b420-445a-9550-465e0796350a,987c3de8-95bb-48f7-b609-02e7faeb2489,d140beab-7347-497f-bffb-72a01293e761,3d464ee6-31c4-4054-a9f6-c65e56ae4cfd,9b6e9663-332d-4283-9a24-3644205e88f5,list(NULL),list(NULL),b3b1b8be-72a6-4278-97f4-774dc85c539a,e4441d22-9ae9-4b92-bb41-08d8de100dfd
4087f1af-39d2-423a-a487-01d524b65ca5,07a1fa32-a6b5-4e15-9fd6-02ed5339722a,b48e6db7-5677-466a-8cd9-d6e22e14ad62,93982a2f-f01c-4e7c-8c17-4cd9a899edc6,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),72a7546b-4223-4b65-8653-e83c8b710170,b719ea31-afb3-42e7-91fe-bd9a7112817d
b4649066-6018-451b-a666-78971b5ba8b2,d89e9a40-6a90-42bf-8336-02f0b2c97cd0,b48e6db7-5677-466a-8cd9-d6e22e14ad62,a4cd5cc6-1e1b-4a0d-8387-8b545b6b8f0a,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),29c515ae-5281-43eb-8863-c9541ebd1906,b949b90c-08bb-4f15-bd5b-93d71c2ff82c
df32b7b8-e9b9-4d2d-8f6e-2b7086544ab0,2d4a5f1b-c868-40db-925d-0301326c7c58,eb736cfc-dabc-4c1d-ac47-adad8e2925ea,481e8088-5b09-40d6-811b-1f4d7997a547,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),eba3344c-2539-44a3-80e1-3f72226ee65b,988a6c2e-b77e-4e65-8da1-ba8f66cedf7e
b9b0ca9f-e719-44b8-98e5-fbd10615098c,95a3597b-9196-4f88-86a0-0333f535fe5a,b48e6db7-5677-466a-8cd9-d6e22e14ad62,1376daa2-f6fe-4e7a-8014-3d20d20f1598,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),b8ee88d3-1595-49ca-a790-83ab79a8faaf,1681eb6c-c21f-412e-80db-6d6611b904b3
a3523159-a23e-4fca-86e1-7c01fa5b71e5,9c30989e-14b9-415c-b3f1-0336b2b59c65,d140beab-7347-497f-bffb-72a01293e761,93982a2f-f01c-4e7c-8c17-4cd9a899edc6,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),eca35ad2-693b-4bdf-bf2b-760c797627d6,5203483b-8991-4507-ba22-c7f290fbde99
c2f1d522-a7b5-4200-b18b-9951407e1a8a,f76b97cf-e418-43e0-a79b-034eba430afc,d140beab-7347-497f-bffb-72a01293e761,590ec310-501f-4954-bd7b-7a4ae556afa9,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),ba64de9d-66f9-408c-b257-92b1577be169,d7d70cc3-2689-4680-a4a4-a81f7d16d3b2
14fa1860-404d-481c-904d-b3f338e5a2be,a6464bb9-c289-447d-b2dd-034ebed61cff,b48e6db7-5677-466a-8cd9-d6e22e14ad62,1376daa2-f6fe-4e7a-8014-3d20d20f1598,7faad3aa-ba26-4565-b1e2-fc2d8c723ff8,list(NULL),list(NULL),001f72a7-05a2-485d-9c8b-52df01b7112f,b81e0811-0ba5-483c-9106-4c8ff1925d38
608b002b-7168-4bf7-a74d-926b576c75af,5ae60fbe-a58f-402b-8447-0352afffa9eb,b48e6db7-5677-466a-8cd9-d6e22e14ad62,93982a2f-f01c-4e7c-8c17-4cd9a899edc6,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),a0897fd8-6899-43d3-b92a-f08e20cf5920,29c515ae-5281-43eb-8863-c9541ebd1906
9ea1f7f3-d332-41a6-8c20-4f1fd13a7bdf,7b5ebb83-3ba4-41de-b1ca-0356fd844409,dd95e393-e0b4-451f-a3f0-cb16d78efe8a,a4cd5cc6-1e1b-4a0d-8387-8b545b6b8f0a,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),767e19a7-a0c1-4cac-9d35-369517eba110,c1f1f6d0-3e23-45fe-8209-2285d2a90c0b
30afee0d-aff8-4ed0-abae-933d8c30bda6,447e7623-b695-4efc-974e-035d35a9f4f1,eb736cfc-dabc-4c1d-ac47-adad8e2925ea,93982a2f-f01c-4e7c-8c17-4cd9a899edc6,2a228812-dbc7-4142-be51-867544b62ba8,list(NULL),list(NULL),56f2c1ee-6198-4dbb-ab40-44b131d79f41,c0292c97-5e9f-4261-904d-5f83d4c81ed4
